,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,19.01423,20.288113,21.401346,22.02888,22.349625,22.646101,22.589289,22.375486,21.572083,20.378063,19.201965,18.080158,17.027134,16.02041,15.231977,14.738194,14.293199,14.205794,14.418654,14.727691,15.186755,15.918323,17.489338,19.119299,20.769604,21.97359,22.827583,23.365204,23.489767,23.470612,23.200245,22.780125,21.946257,20.831432,19.714714,18.668524,17.5801,16.686152,15.819269,15.130051,14.556535,14.053215,13.751737,13.274342,13.587174,14.913055,16.705748,18.185654,20.148117,21.697985,22.935146,23.550598,23.833792,23.89968,23.803059,23.369234,22.5437,21.646809,20.496513,19.541576
1,25.092169,26.542503,27.756191,28.206894,28.366016,28.5522,28.315289,28.078386,26.895748,25.138903,23.554295,22.157202,20.921267,19.746542,18.95421,18.640587,18.244892,18.406565,18.950926,19.467138,20.103857,21.10731,23.364798,25.382994,27.254917,28.221815,28.81296,28.97709,28.827324,28.689766,28.346804,27.981663,27.128038,25.760773,24.419504,23.212778,21.879623,20.88454,19.854322,19.09782,18.472513,17.886799,17.61713,16.917141,17.714622,20.124302,22.770918,24.444286,26.670795,28.009506,29.006796,29.25797,29.307978,29.250927,29.09686,28.601942,27.775938,26.836557,25.423552,24.39337
2,0.54807425,0.4766951,0.41780034,0.35255885,0.34662932,0.3444993,0.3468157,0.37701863,0.5034083,0.6662819,0.7529477,0.8096019,0.8520553,0.86863965,0.8784868,0.8714007,0.8549968,0.8352052,0.78824186,0.7392089,0.69601583,0.6388491,0.53286874,0.46669614,0.40211913,0.32105786,0.29894978,0.2747585,0.27415565,0.28417307,0.3004034,0.32966536,0.42133534,0.53660554,0.63917357,0.7080157,0.7359178,0.769022,0.819332,0.8294925,0.81639194,0.8402614,0.8195083,0.8269224,0.77963275,0.626459,0.5088468,0.45415476,0.38096678,0.30900955,0.285938,0.27507088,0.27933764,0.29078448,0.3062606,0.33313403,0.39215302,0.46203414,0.5484506,0.6143576
3,13.752047,13.123292,11.02398,11.367477,12.386108,11.838973,10.037972,7.7326055,7.395849,6.443399,6.7505407,6.1296983,6.635993,7.012822,7.266823,6.5760202,6.879112,7.145834,9.895647,9.632352,8.854863,9.911669,8.988007,8.265663,9.2963295,12.549121,15.531449,17.599112,18.760555,17.018282,13.944217,10.469642,7.504538,6.996001,6.8984847,6.9880667,7.158769,7.256093,7.4861345,7.7054,7.7005663,7.64134,7.41421,7.897769,7.5880256,7.686592,9.159499,9.691438,12.251203,14.684693,16.47134,16.696096,16.634151,16.061329,15.696426,14.9272585,14.133215,13.3367,12.332318,12.60962
